probe	coefficient	term_type
cg10215401	0.157264709341486	probe
cg10800833	0.157134860992475	probe
cg06762332	-0.156667927936614	probe
cg06133110	-0.156423913356629	probe
cg12584111	0.15608856060839	probe
cg00513941	0.155023016724016	probe
cg14557064	-0.154870250998318	probe
cg03163459	-0.154349507545546	probe
cg26998274	-0.154274059724608	probe
cg21762788	-0.153906053906435	probe
cg13526469	-0.15294969839157	probe
cg21101720	0.152904723946415	probe
cg24492202	0.152473052880881	probe
cg06374962	-0.152413619051531	probe
cg09053536	0.152207621187745	probe
cg19566405	0.150861530924738	probe
cg13868084	0.149417796629869	probe
cg19291576	0.148826205390352	probe
cg02099572	-0.148799712024269	probe
cg27131891	0.148523160115825	probe
cg24946597	-0.145246197070834	probe
cg07931391	0.144001051474749	probe
cg16210248	-0.14395959528468	probe
cg20285974	0.143624975519977	probe
cg09451235	0.143169704762501	probe
cg10494684	-0.143051686208607	probe
cg19551589	0.14287246873145	probe
cg01371233	-0.142726019729101	probe
cg16476975	-0.141769326622179	probe
cg17965712	-0.141754682961411	probe
cg24977670	-0.141589278940782	probe
cg26650638	-0.141537476948114	probe
cg08443605	-0.141006756240112	probe
cg24213115	0.139140123957334	probe
cg03149565	0.138607929136464	probe
cg09340279	-0.137292861878974	probe
cg18617005	0.137200120508255	probe
cg23586322	0.13676082076615	probe
cg01044293	0.135329072302043	probe
cg16150752	0.134426280611937	probe
cg06546677	0.134291595537827	probe
cg06370094	-0.134107257347784	probe
cg26371345	0.133954435687147	probe
cg25622366	0.133637252544416	probe
cg17949727	0.133249912599824	probe
cg16803596	-0.132925855188902	probe
cg06843889	-0.132632317874562	probe
cg02481934	0.132407261470673	probe
cg06623219	0.130403487934854	probe
cg18886245	0.130166834896142	probe
cg21479226	0.128903175658586	probe
cg00003298	-0.128194291430896	probe
cg26728709	0.127869207604984	probe
cg19254118	0.127483156694156	probe
cg06368590	0.127084484385301	probe
cg01856529	-0.12651470703401	probe
cg22524061	0.126322610230513	probe
cg24940967	-0.126312868090893	probe
cg19598567	0.126027806928178	probe
cg09373676	0.12525167210129	probe
cg23182840	-0.124854177627025	probe
cg19047868	0.124242103118133	probe
cg19914919	0.124065740868697	probe
cg07011961	-0.124056913956062	probe
cg11693285	0.123410510613292	probe
cg06463958	-0.123332933764488	probe
cg03323696	-0.122781098561723	probe
cg17277001	-0.122756261506617	probe
cg19129687	0.122691357863476	probe
cg15127702	0.122429838614725	probe
cg01324372	0.121994182354141	probe
cg04402007	-0.121589091038355	probe
cg12526923	0.121286893021837	probe
cg06911613	0.121144374581434	probe
cg22318514	-0.12097109988715	probe
cg03687070	-0.120809269103823	probe
cg17541002	-0.120575586955778	probe
cg02539153	0.119893837121413	probe
cg18442362	-0.119367742138495	probe
cg07565505	0.119278027452714	probe
cg22985016	-0.118760094163438	probe
cg22686132	0.117681182456818	probe
cg07413251	-0.117328131207563	probe
cg06048524	-0.117262117928036	probe
cg04170535	-0.117102599630446	probe
cg13314145	0.116243059796874	probe
cg13860281	-0.115929825658227	probe
cg21574271	0.115773450258217	probe
cg21042456	0.115755465930065	probe
cg10893095	-0.115499302765952	probe
cg27312312	-0.115312610051943	probe
cg10881225	-0.114713831262135	probe
cg07936950	0.114628922245437	probe
cg13023623	0.114470259884927	probe
cg25976440	-0.11421294882234	probe
cg26651950	-0.113631505127628	probe
cg16450097	-0.113271502330772	probe
cg07302677	0.113078456905614	probe
cg08249988	0.111154635259126	probe
cg12105941	-0.110786054760284	probe
cg07068735	-0.110637317531371	probe
cg00011616	0.110590394414698	probe
cg07425646	-0.110475962964932	probe
cg05825244	-0.109988057967297	probe
cg14189678	0.10998002675808	probe
cg26027669	0.109483604188324	probe
cg01680010	0.109195499187434	probe
cg10982364	0.10918163704425	probe
cg25539045	-0.109110206447819	probe
cg20928945	-0.108824526729848	probe
cg25824828	0.108790893119375	probe
cg26165146	-0.108541027909817	probe
cg22272282	0.108478624837629	probe
cg13991834	0.108064665455972	probe
cg19439123	-0.107622371006947	probe
cg19142026	-0.107375802798715	probe
cg18156204	0.106986750929092	probe
cg05141014	0.106207715774563	probe
cg17949969	-0.105678502613222	probe
cg15469871	-0.105454606325779	probe
cg13447566	-0.105369701246037	probe
cg11478200	-0.104494959612865	probe
cg03762694	-0.104432126575689	probe
cg06998282	0.104400316197047	probe
cg17218813	0.104304141930488	probe
cg27363327	0.104238641162552	probe
cg17251713	0.103402508034452	probe
cg13954457	0.10318527085614	probe
cg07486474	-0.102808489325527	probe
cg15731035	0.102725392680079	probe
cg08186790	-0.102685120346861	probe
cg08236623	0.102568147057095	probe
cg02132714	0.10245062137027	probe
cg03451670	-0.102389121465176	probe
cg03306486	0.102219604841893	probe
cg22495968	-0.10208135299677	probe
cg23944251	-0.101392513952032	probe
cg04294888	0.101062605680512	probe
cg19598416	-0.100883345345497	probe
cg02541778	0.100226727506818	probe
cg02994349	-0.10008247656686	probe
cg01564640	-0.0997027028814245	probe
cg18776945	-0.0992540357295653	probe
cg12564567	-0.0989573457316158	probe
cg05191879	0.0974332456939401	probe
cg14931884	-0.0971032938256077	probe
cg11103390	-0.0955982801626778	probe
cg11538641	-0.095577496488918	probe
cg25514273	-0.094824258722239	probe
cg24169669	0.0939740354122792	probe
cg08154437	0.0936713871279719	probe
cg13181974	-0.0928703019366524	probe
cg01753252	0.0914985627153142	probe
cg16276982	-0.091480883803881	probe
cg05991442	-0.0912751227588052	probe
cg03867465	-0.0911043745946417	probe
cg23850904	-0.090788296420453	probe
cg18684142	0.0904926703954914	probe
cg17276590	0.0890499007078716	probe
cg06436185	-0.0889871986190475	probe
cg07861448	0.0884753881934941	probe
cg14768785	0.0883536319010708	probe
cg02263377	0.0878591345768069	probe
cg10120897	0.0876312267675527	probe
cg05033333	0.0870972852506014	probe
cg08199953	0.0867792933409754	probe
cg10541864	-0.0867048450984707	probe
cg01056242	0.0866623384396223	probe
cg24324815	0.086528751284663	probe
cg15779837	0.086494302692441	probe
cg05307752	-0.0848353439651747	probe
cg24545961	-0.0847392966270042	probe
cg24630957	0.0841835779263117	probe
cg06248767	-0.0841345607946998	probe
cg21046148	0.0840889493264229	probe
cg13933262	0.0840638055995138	probe
cg15978561	-0.0836456534617378	probe
cg17810609	-0.0826111693852268	probe
cg13551535	0.0826020204353956	probe
cg17227257	0.0825164898834791	probe
cg04806177	0.0818694046650945	probe
cg03892838	0.0817038741418587	probe
cg23049458	0.0804716608039023	probe
cg09398550	-0.0802364248269395	probe
cg09570682	0.0799567861199859	probe
cg15128226	-0.0799277079936766	probe
cg13486532	0.0798406538121298	probe
cg24324985	-0.0793188942225082	probe
cg05941376	-0.0792947290995403	probe
cg03217995	0.0792040599067033	probe
cg02571636	-0.0788128590417141	probe
cg16836311	-0.0778571628261253	probe
cg02389040	-0.0771286660637273	probe
cg20228731	-0.0771234156785804	probe
cg14766621	-0.0761327524264223	probe
cg20705938	-0.0759305122529308	probe
cg13912117	0.0758130654024103	probe
cg01565320	0.0755074912723772	probe
cg20100745	-0.0752577489776167	probe
cg17570276	-0.0751986595398162	probe
cg26608486	0.0749764800783969	probe
cg05930881	-0.0748386810819081	probe
cg04873098	0.0746340061547961	probe
cg02202923	-0.073454060765769	probe
cg13225166	0.0728855966227277	probe
cg14166701	-0.0726925725310723	probe
cg25363445	0.072680177124835	probe
cg05004142	0.0726087009276807	probe
cg14528056	-0.0714713121061818	probe
cg05945782	-0.0713983524526615	probe
cg01301382	0.0713748419394301	probe
cg09543819	0.0711832840034666	probe
cg06574716	0.0708746320601925	probe
cg22070991	0.0706600417817558	probe
cg08610862	0.0703518289148774	probe
cg00025496	-0.0703007538421799	probe
cg10805850	-0.0701473753931908	probe
cg19864758	-0.0701204311232874	probe
cg07641160	-0.0700159025407229	probe
cg09577391	-0.0692655379495325	probe
cg11382082	0.0688047995983329	probe
cg02710296	0.0686309526447394	probe
cg14072016	-0.0684928949610454	probe
cg13530938	-0.0681566111884355	probe
cg08535474	0.0681452449577121	probe
cg26966828	-0.0674548175830296	probe
cg18781988	0.0673926990434205	probe
cg08668790	0.0672844595882993	probe
cg20141578	0.0671937562991226	probe
cg26854588	-0.067014747792429	probe
cg20161965	-0.0670131719028489	probe
cg02707854	0.0665013999297413	probe
cg01090834	-0.06645272691533	probe
cg07095230	0.0662745884581952	probe
cg01627847	0.0658831577074603	probe
cg21461649	0.0658037526493346	probe
cg03079733	0.064980542008045	probe
cg15811515	0.0648125629053301	probe
cg18786593	-0.0646147748648634	probe
cg04517524	-0.064274920482411	probe
cg09450200	-0.06423418593483	probe
cg01790002	0.0640014690538117	probe
cg15397593	-0.0639579712400571	probe
cg01048962	0.0635936046620373	probe
cg07009284	0.0635592806588638	probe
cg19728345	0.0634902170735074	probe
cg16888658	-0.0626285042648641	probe
cg14672084	-0.0620479757803868	probe
cg13344095	0.0618454728231538	probe
cg17975443	0.0616807415677646	probe
cg21587238	0.0616663681185034	probe
cg07493197	0.0613516596294631	probe
cg22855900	-0.0612558194595323	probe
cg26000619	0.061194054540956	probe
cg00602295	0.0611574723188371	probe
cg02892357	0.0607189062312932	probe
cg07837260	-0.0604082932839609	probe
cg19696317	-0.0603228304755863	probe
cg10096929	0.0602293959764365	probe
cg02674384	-0.0602262880350621	probe
cg01377268	0.0601457544298328	probe
cg24888257	-0.0599337820637076	probe
cg17069313	-0.0594985665851777	probe
cg25633678	0.0594891733745148	probe
cg01817364	0.0589893944107965	probe
cg19832521	-0.0589020616684112	probe
cg16397032	0.0588736031255855	probe
cg10350880	0.058588881252656	probe
cg05852568	0.058472732372857	probe
cg14168530	0.058316599943552	probe
cg19486070	-0.0581382824390563	probe
cg12606911	0.0577971098972591	probe
cg03890951	0.0577736689617737	probe
cg11873482	0.0576066017201265	probe
cg08499046	0.0573954573228409	probe
cg19092981	0.0571430969260837	probe
cg20348196	-0.0570073748833206	probe
cg05353869	0.0569765263092675	probe
cg11260046	0.0567719440921664	probe
cg05694089	-0.0563397472324847	probe
cg06400704	0.0562576230509415	probe
cg05921905	0.0557860051057079	probe
cg13304638	-0.0555826133254149	probe
cg01729717	-0.0554876713830261	probe
cg11552829	0.0548715956665544	probe
cg26975184	0.0546545393215738	probe
cg02965895	0.0543236103818833	probe
cg04543008	0.0542940346474408	probe
cg14799457	0.0541818390429663	probe
cg24066731	0.0539046607525498	probe
cg00927554	-0.0538191497535798	probe
cg26010218	-0.0537383972143033	probe
cg01308827	0.0535632888668332	probe
cg25947619	0.0535134587547012	probe
cg12002589	-0.0534057508017445	probe
cg06637812	0.0532519432545105	probe
cg03048083	0.05291663858152	probe
cg27360326	-0.0524433565087732	probe
cg16865446	0.0513932123525442	probe
cg08364970	0.0512224564126662	probe
cg03787603	-0.0510370783789126	probe
cg17393917	-0.0508227790141303	probe
cg01331772	0.0507027312777444	probe
cg07835424	0.0506730692212509	probe
cg24911891	0.0505461953792653	probe
cg14989033	0.0505366297955902	probe
cg00024967	0.0499612288510275	probe
cg00590260	0.0495939543413513	probe
cg25363807	0.0495081331160019	probe
cg01394884	0.0492642820495569	probe
cg00711072	0.0490839951956862	probe
cg11756095	-0.0490733071311715	probe
cg12421755	-0.0488762698104425	probe
cg07984133	0.0487121502765877	probe
cg22986569	-0.0484613384277405	probe
cg21398280	0.0480626682608715	probe
cg16964348	-0.0479070568548609	probe
cg01072076	0.0475854759536204	probe
cg26121931	0.0475429623621565	probe
cg00421363	0.0473809080540803	probe
cg12387154	0.047018156453535	probe
cg14013695	0.04573469992224	probe
cg13320291	-0.0453828368761749	probe
cg23192683	-0.0453397850552443	probe
cg05084668	-0.0449957070257446	probe
cg24080247	-0.0445757679113961	probe
cg09547119	0.0445483629532829	probe
cg27200446	0.0444509713473758	probe
cg01697719	-0.044316374418745	probe
cg04696181	-0.0441034154109693	probe
cg01252526	0.0436963533690852	probe
cg15720832	-0.0430848632775576	probe
cg27468976	0.0426707481736116	probe
cg13390867	0.042539029812475	probe
cg04495670	0.0421787631487932	probe
cg06560887	0.0415401799010405	probe
cg03465028	0.041288224451647	probe
cg01923218	-0.0412110081904051	probe
cg14241894	0.0409245725620055	probe
cg11749010	-0.0409051206430311	probe
cg00163372	0.0407000134804113	probe
cg00627029	0.0403136119057607	probe
cg24158187	-0.040200374240015	probe
cg05347927	0.040027308012997	probe
cg06223767	0.0398013614664365	probe
cg07453440	-0.0397353875142687	probe
cg10530883	0.0395536130186931	probe
cg02428792	-0.0392808826933568	probe
cg08227526	-0.0392312673343352	probe
cg14521995	0.0382451731799036	probe
cg25287257	0.0380990919800039	probe
cg11856078	-0.0380194599693487	probe
cg03159396	0.0378843398650442	probe
cg09993145	-0.0374967464951403	probe
cg18369516	0.0367256212245981	probe
cg16916914	0.0367106730783186	probe
cg22741735	-0.0364889426387803	probe
cg21802055	-0.0364833216788848	probe
cg25378916	0.0363624822517551	probe
cg11364273	-0.0363450100172811	probe
cg19447962	0.0359811762125355	probe
cg13713739	0.0358687598844247	probe
cg20518446	-0.0356939124463949	probe
cg15131808	0.0356188640900356	probe
cg05528899	-0.0355322879825246	probe
cg08061524	0.0353944389154736	probe
cg09462924	0.0345584020576307	probe
cg05681996	-0.0345455395986341	probe
cg18537730	-0.0342590477182499	probe
cg04466840	0.0341741290751945	probe
cg07299736	-0.0340370328351173	probe
cg14175690	-0.0338162535522387	probe
cg01791874	0.0337469045068745	probe
cg03030717	-0.0335623485723649	probe
cg03923561	0.0334812102887275	probe
cg21565960	-0.0327700831921781	probe
cg14802502	-0.0322138522969643	probe
cg03062944	-0.0317749442089358	probe
cg13172906	-0.0307059260364362	probe
cg20970886	-0.0306702636992411	probe
cg17760405	0.0303902849907694	probe
cg25581222	-0.0303328724680381	probe
cg23330450	-0.0297585073691971	probe
cg18096251	-0.0295628389494123	probe
cg12225220	-0.0294829288991283	probe
cg13719885	-0.0290959295115637	probe
cg03507326	-0.028628857729442	probe
cg26749518	0.0283428765389612	probe
cg15924868	-0.0282048066096354	probe
cg19319037	-0.0280252833604497	probe
cg02407720	0.0280251090616	probe
cg11338643	-0.027859984661497	probe
cg26479667	-0.0274441278426731	probe
cg06025456	-0.0271777249489326	probe
cg05383931	0.0271562363537112	probe
cg24625136	0.0270627333661729	probe
cg10899768	-0.0266624878741031	probe
cg17479716	0.026588586433867	probe
cg22774088	0.0262962401740841	probe
cg13058457	0.0261746543487718	probe
cg02534163	0.0261371276553599	probe
cg22848598	-0.0260231541643669	probe
cg27357918	0.0257298641116017	probe
cg02734505	-0.0256417260649276	probe
cg03875996	0.0254324204424948	probe
cg17200768	0.0248140713567916	probe
cg17870484	-0.0247065794867485	probe
cg06510261	-0.0246965138750278	probe
cg16963144	-0.0242607558553816	probe
cg08835113	0.0233931429838275	probe
cg08360726	0.0232338394838646	probe
cg26799656	0.0228991894667534	probe
cg20056542	-0.0227491667359407	probe
cg08527124	0.0225321495300502	probe
cg09780180	0.0224985539762616	probe
cg12243597	-0.0223582552261265	probe
cg26522157	-0.0221478601719718	probe
cg22084642	-0.0215105489973005	probe
cg14780632	0.0212311001355786	probe
cg16341836	-0.0209741680773762	probe
cg16705086	0.0207606664846805	probe
cg11431957	0.0207502082422543	probe
cg24898738	0.0207365437699578	probe
cg17712694	0.0206834638376025	probe
cg01444716	0.0204674263745093	probe
cg03274456	-0.0202833036065335	probe
cg18454133	-0.0201898221592903	probe
cg09861917	-0.0198304173933615	probe
cg04067139	-0.0195153012172573	probe
cg04540383	-0.0194609949520691	probe
cg23726802	0.019370989477577	probe
cg10207553	0.0188392316525311	probe
cg14487131	0.0183022103235534	probe
cg15690342	-0.018179524040847	probe
cg26090107	0.0179602786909375	probe
cg10182317	-0.017491317116115	probe
cg12934366	0.0171860777813312	probe
cg03344031	0.0171247979380212	probe
cg00450617	0.017083907908232	probe
cg10128806	-0.0154252555107572	probe
cg09803321	0.0152503569453625	probe
cg25225379	-0.0148724716391167	probe
cg25200152	0.0145900669909074	probe
cg00430542	0.0145593392003067	probe
cg17861455	-0.0142741258484684	probe
cg24772753	-0.0141132335582796	probe
cg18384460	0.0138584811166424	probe
cg15316843	0.0135224087637924	probe
cg15720089	-0.0134441559559296	probe
cg10122865	0.0133617558750615	probe
cg27262236	-0.0132810206179262	probe
cg15015892	0.0132357418501135	probe
cg13620034	0.0128419743964795	probe
cg03554573	-0.0126121859026674	probe
cg02383368	-0.0125498296160088	probe
cg08655871	0.0125260967156806	probe
cg01987353	-0.0122778745477398	probe
cg22592142	-0.012266553416979	probe
cg01511828	-0.0112425463006997	probe
cg23797411	-0.01070814452209	probe
cg18443437	-0.0106248860341847	probe
cg24547885	0.0103475571545807	probe
cg02017926	0.0103216996164039	probe
cg03126579	-0.00988199759826963	probe
cg20446334	-0.0098461396546446	probe
cg06911744	-0.00944350191269662	probe
cg25026992	0.00937084459220621	probe
cg01824466	0.00922901916048117	probe
cg12629325	-0.0090327363660068	probe
cg26091021	0.00883783459304329	probe
cg26328335	-0.0081044586128134	probe
cg03738025	0.00805455884116925	probe
cg03405909	0.00756874118886702	probe
cg03205584	-0.00750907343119077	probe
cg05447023	-0.00729247443007248	probe
cg25537993	0.00719416818703137	probe
cg27154343	0.00632364203942771	probe
cg00666105	-0.00619939976764901	probe
cg13941436	-0.00598667073128466	probe
cg27285599	-0.00548696306535192	probe
cg08699646	0.00520757704406887	probe
cg24039697	0.0049088827827434	probe
cg05766605	0.00435284240922422	probe
cg07184578	0.00429994241237408	probe
cg22549870	0.00418100628866528	probe
cg24113818	0.00416959472100921	probe
cg18476766	0.00408601838550346	probe
cg12836959	0.00378754629355403	probe
cg17178900	-0.00363186267468156	probe
cg26790247	0.00333136432808748	probe
cg00563824	0.00306796080393198	probe
cg16715129	-0.0030042752037011	probe
cg09619624	0.00297205880499888	probe
cg15025103	-0.00294032294241966	probe
cg25632577	-0.00291949158777877	probe
cg26161708	-0.0027695877804449	probe
cg23989821	0.00276197760974209	probe
cg10881128	0.00244059560735722	probe
cg22452837	-0.00239402065597061	probe
cg04187185	0.0023735782173936	probe
cg02483735	0.0022389695600724	probe
cg07972135	-0.00201700763166326	probe
cg01364755	-0.00193998537351929	probe
cg13356427	-0.00188337881370426	probe
cg00397635	-0.00160493837354894	probe
cg05021743	0.00156643972398865	probe
cg05626376	-0.00144526860718109	probe
cg24128045	-0.00100387616828855	probe
cg24526103	0.000723429518695606	probe
cg17267805	-0.000700508556897023	probe
cg04416414	-0.000668130840768508	probe
cg16737517	0.000415650796432728	probe
cg23737737	0.000376813439085171	probe
cg07248223	-0.000297844290510263	probe
cg00219169	0.000279102761269536	probe
cg13392078	-0.000260305108606264	probe
cg05955675	0.000206219585531683	probe
cg14793844	-0.000193646416186137	probe
cg25580656	0.00018473841120019	probe
cg08323075	-6.47532567803918e-05	probe
